trackname,composer,milliseconds,bytes,unitprice,albumtitle,artistname,mediatypename,genrename,invoicedate,billingaddress,billingcity,billingstate,billingcountry,billingpostalcode,invoicetotal,customerfirstname,customerlastname,customeraddress,customercity,customerstate,customercountry,invoicelinequantity,invoicelineunitprice,Day,Month,Year
The Fly,U2,268982,8825399,0.99,Achtung Baby,U2,MPEG audio file,Rock,2023-04-28,3 Chatham Street,Dublin,Dublin,Ireland,0,21.86,Hugh,O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,1,0.99,28,4,2023
Walk On,"Adam Clayton, Bono, Larry Mullen, The Edge",296280,9800861,0.99,All That You Can't Leave Behind,U2,MPEG audio file,Rock,2023-04-28,3 Chatham Street,Dublin,Dublin,Ireland,0,21.86,Hugh,O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,1,0.99,28,4,2023
Spanish Eyes,U2,196702,6392710,0.99,B-Sides 1980-1990,U2,MPEG audio file,Rock,2023-04-28,3 Chatham Street,Dublin,Dublin,Ireland,0,21.86,Hugh,O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,1,0.99,28,4,2023
Hallelujah Here She Comes,U2,242364,8027028,0.99,B-Sides 1980-1990,U2,MPEG audio file,Rock,2023-04-28,3 Chatham Street,Dublin,Dublin,Ireland,0,21.86,Hugh,O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,1,0.99,28,4,2023
City Of Blinding Lights,"Adam Clayton, Bono, Larry Mullen & The Edge",347951,11432026,0.99,How To Dismantle An Atomic Bomb,U2,MPEG audio file,Rock,2023-04-28,3 Chatham Street,Dublin,Dublin,Ireland,0,21.86,Hugh,O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,1,0.99,28,4,2023
Mofo,"Bono, The Edge, Adam Clayton, and Larry Mullen",349178,11583042,0.99,Pop,U2,MPEG audio file,Rock,2023-04-28,3 Chatham Street,Dublin,Dublin,Ireland,0,21.86,Hugh,O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,1,0.99,28,4,2023
All Along The Watchtower,"Dylan, Bob",264568,8623572,0.99,Rattle And Hum,U2,MPEG audio file,Rock,2023-05-06,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,0.99,Luís,Gonçalves,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,1,0.99,6,5,2023
I Still Haven't Found What I'm Looking for,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",353567,11542247,0.99,Rattle And Hum,U2,MPEG audio file,Rock,2023-05-19,Theodor-Heuss-Straße 34,Stuttgart,unknown,Germany,70174,1.98,Leonie,Köhler,Theodor-Heuss-Straße 34,Stuttgart,unknown,Germany,1,0.99,19,5,2023
Freedom For My People,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",38164,1249764,0.99,Rattle And Hum,U2,MPEG audio file,Rock,2023-05-19,Theodor-Heuss-Straße 34,Stuttgart,unknown,Germany,70174,1.98,Leonie,Köhler,Theodor-Heuss-Straße 34,Stuttgart,unknown,Germany,1,0.99,19,5,2023
Pride (In The Name Of Love),"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",267807,8806361,0.99,Rattle And Hum,U2,MPEG audio file,Rock,2023-05-19,Ullevålsveien 14,Oslo,unknown,Norway,0171,1.98,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,19,5,2023
Love Rescue Me,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",384522,12508716,0.99,Rattle And Hum,U2,MPEG audio file,Rock,2023-05-19,Ullevålsveien 14,Oslo,unknown,Norway,0171,1.98,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,19,5,2023
Heartland,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",303360,9867748,0.99,Rattle And Hum,U2,MPEG audio file,Rock,2023-05-20,Rilská 3174/6,Prague,unknown,Czech Republic,14300,3.96,Helena,Holý,Rilská 3174/6,Prague,unknown,Czech Republic,1,0.99,20,5,2023
The Star Spangled Banner,"Hendrix, Jimi",43232,1385810,0.99,Rattle And Hum,U2,MPEG audio file,Rock,2023-05-20,Rilská 3174/6,Prague,unknown,Czech Republic,14300,3.96,Helena,Holý,Rilská 3174/6,Prague,unknown,Czech Republic,1,0.99,20,5,2023
All I Want Is You,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",390243,12729820,0.99,Rattle And Hum,U2,MPEG audio file,Rock,2023-05-20,Rilská 3174/6,Prague,unknown,Czech Republic,14300,3.96,Helena,Holý,Rilská 3174/6,Prague,unknown,Czech Republic,1,0.99,20,5,2023
New Year's Day,U2,258925,8491818,0.99,The Best Of 1980-1990,U2,MPEG audio file,Rock,2023-05-20,Rilská 3174/6,Prague,unknown,Czech Republic,14300,3.96,Helena,Holý,Rilská 3174/6,Prague,unknown,Czech Republic,1,0.99,20,5,2023
Bad,U2,351817,11628058,0.99,The Best Of 1980-1990,U2,MPEG audio file,Rock,2023-05-21,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,5.94,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,21,5,2023
Sweetest Thing,U2 & Daragh O'Toole,183066,6071385,0.99,The Best Of 1980-1990,U2,MPEG audio file,Rock,2023-05-21,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,5.94,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,21,5,2023
All I Want Is You,U2 & Van Dyke Parks,591986,19202252,0.99,The Best Of 1980-1990,U2,MPEG audio file,Rock,2023-05-21,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,5.94,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,21,5,2023
Like A Song...,U2,287294,9365379,0.99,War,U2,MPEG audio file,Rock,2023-05-21,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,5.94,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,21,5,2023
Red Light,U2,225854,7453704,0.99,War,U2,MPEG audio file,Rock,2023-05-21,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,5.94,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,21,5,2023
Babyface,U2; Bono,241998,7942573,0.99,Zooropa,U2,MPEG audio file,Rock,2023-05-21,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,5.94,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,21,5,2023
The First Time,U2; Bono,225697,7247651,0.99,Zooropa,U2,MPEG audio file,Rock,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
Homely Girl,unknown,203833,6790788,0.99,UB40 The Best Of - Volume Two [UK],UB40,MPEG audio file,Reggae,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
Bring Me Your Cup,unknown,341498,11346114,0.99,UB40 The Best Of - Volume Two [UK],UB40,MPEG audio file,Reggae,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
Hang 'Em High,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,210259,6872314,0.99,Diver Down,Van Halen,MPEG audio file,Rock,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
Little Guitars (Intro),Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,42240,1439530,0.99,Diver Down,Van Halen,MPEG audio file,Rock,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
Ain't Talkin' 'bout Love,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",228336,7569506,0.99,"The Best Of Van Halen, Vol. I",Van Halen,MPEG audio file,Rock,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
Panama,"Edward Van Halen, Alex Van Halen, David Lee Roth",211853,6921784,0.99,"The Best Of Van Halen, Vol. I",Van Halen,MPEG audio file,Rock,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
Can't Stop Loving You,Van Halen,248502,8107896,0.99,"The Best Of Van Halen, Vol. I",Van Halen,MPEG audio file,Rock,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
You Really Got Me,Ray Davies,158589,5194092,0.99,Van Halen,Van Halen,MPEG audio file,Rock,2023-05-24,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,8.91,Frank,Harris,1600 Amphitheatre Parkway,Mountain View,CA,USA,1,0.99,24,5,2023
Neworld,Van Halen,105639,3495897,0.99,Van Halen III,Van Halen,MPEG audio file,Rock,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Primary,Van Halen,86987,2812555,0.99,Van Halen III,Van Halen,MPEG audio file,Rock,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Headspace,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",223033,7237986,0.99,Contraband,Velvet Revolver,MPEG audio file,Rock,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Tudo Na Mais Santa Paz,unknown,222406,7426757,0.99,Vinicius De Moraes,Vinícius De Moraes,MPEG audio file,Latin,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Samba Do Jato,unknown,220813,7357840,0.99,Vinicius De Moraes,Vinícius De Moraes,MPEG audio file,Latin,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Now You're Gone,Vandenberg,251141,8162193,0.99,Greatest Hits,Lenny Kravitz,MPEG audio file,Metal,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Faixa Amarela,Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho,240692,8082036,0.99,Ao Vivo [IMPORT],Zeca Pagodinho,MPEG audio file,Latin,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Sem Essa de Malandro Agulha,Aldir Blanc/Jayme Vignoli,158484,5332668,0.99,Ao Vivo [IMPORT],Zeca Pagodinho,MPEG audio file,Latin,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Verdade,Carlinhos Santana/Nelson Rufino,332826,11120708,0.99,Ao Vivo [IMPORT],Zeca Pagodinho,MPEG audio file,Latin,2023-05-29,319 N. Frances Street,Madison,WI,USA,53703,18.86,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,29,5,2023
Your Time Is Gonna Come,"Page, Jones",310774,5126563,0.99,Un-Led-Ed,Dread Zeppelin,Protected AAC audio file,Rock,2023-06-19,"8, Rue Hanovre",Paris,unknown,France,75002,2.98,Dominique,Lefebvre,"8, Rue Hanovre",Paris,unknown,France,1,0.99,19,6,2023
Instant Karma,unknown,193188,3150090,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Protected AAC audio file,Pop,2023-06-21,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.94,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,21,6,2023
Cold Turkey,unknown,281424,4556003,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Protected AAC audio file,Pop,2023-06-21,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.94,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,21,6,2023
"Oh, My Love",unknown,159473,2612788,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Protected AAC audio file,Pop,2023-06-21,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,8.94,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,21,6,2023
Imagine,unknown,219078,3562542,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Protected AAC audio file,Pop,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
[Just Like] Starting Over,unknown,215549,3506308,0.99,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Protected AAC audio file,Pop,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
Fairies Wear Boots,unknown,392764,6315916,0.99,Speak of the Devil,Ozzy Osbourne,Protected AAC audio file,Rock,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
"Sabbath, Bloody Sabbath",unknown,333622,5373633,0.99,Speak of the Devil,Ozzy Osbourne,Protected AAC audio file,Rock,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
Loving You Sunday Morning,unknown,339125,5654493,0.99,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Protected AAC audio file,Rock,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
Tease Me Please Me,unknown,287229,4811894,0.99,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Protected AAC audio file,Rock,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
Top O' The Morning To Ya,E. Schrody/L. Dimant,216633,8667599,0.99,House of Pain,House Of Pain,MPEG audio file,Hip Hop/Rap,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
Guess Who's Back,E. Schrody/L. Muggerud,238393,9537994,0.99,House of Pain,House Of Pain,MPEG audio file,Hip Hop/Rap,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
Feel It,E. Schrody/R. Medrano,239908,9598588,0.99,House of Pain,House Of Pain,MPEG audio file,Hip Hop/Rap,2023-06-24,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,EH4 1HH,8.91,Steve,Murray,110 Raeburn Pl,Edinburgh,unknown,United Kingdom,1,0.99,24,6,2023
Um Lugar ao Sol,unknown,212323,8495217,0.99,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,MPEG audio file,Electronica/Dance,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
Chega no Suingue,unknown,221805,8874509,0.99,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,MPEG audio file,Electronica/Dance,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
Call Me a Dog,unknown,304458,5177612,0.99,Temple of the Dog,Temple of the Dog,Protected AAC audio file,Alternative,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
Safe and Sound,Chris Cornell,256764,4207769,0.99,Carry On,Chris Cornell,Protected AAC audio file,Alternative,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
Disappearing Act,Chris Cornell,273320,4476203,0.99,Carry On,Chris Cornell,Protected AAC audio file,Alternative,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
Shape of Things to Come,unknown,274597,4465399,0.99,Revelations,Audioslave,Protected AAC audio file,Alternative,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
Canon and Gigue in D Major: I. Canon,Johann Pachelbel,271788,4438393,0.99,Pachelbel: Canon & Gigue,English Concert & Trevor Pinnock,Protected AAC audio file,Classical,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso",Franz Joseph Haydn,306687,10085867,0.99,Haydn: Symphonies 99 - 104,Royal Philharmonic Orchestra & Sir Thomas Beecham,Purchased AAC audio file,Classical,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
"Jupiter, the Bringer of Jollity",Gustav Holst,522099,8547876,0.99,"Holst: The Planets, Op. 32 & Vaughan Williams: Fantasies",Eugene Ormandy,Protected AAC audio file,Classical,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",Nikolai Rimsky-Korsakov,545203,8916313,0.99,Scheherazade,Chicago Symphony Orchestra & Fritz Reiner,Protected AAC audio file,Classical,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
Two Fanfares for Orchestra: II. Short Ride in a Fast Machine,John Adams,254930,4310896,0.99,"Adams, John: The Chairman Dances",Edo de Waart & San Francisco Symphony,Protected AAC audio file,Classical,2023-06-29,Ullevålsveien 14,Oslo,unknown,Norway,0171,15.86,Bjørn,Hansen,Ullevålsveien 14,Oslo,unknown,Norway,1,0.99,29,6,2023
Rehab,unknown,213240,3416878,0.99,Back to Black,Amy Winehouse,Protected AAC audio file,R&B/Soul,2023-07-07,627 Broadway,New York,NY,USA,10012-2612,0.99,Michelle,Brooks,627 Broadway,New York,NY,USA,1,0.99,7,7,2023
You Know I'm No Good,unknown,256946,4133694,0.99,Back to Black,Amy Winehouse,Protected AAC audio file,R&B/Soul,2023-07-20,1 Infinite Loop,Cupertino,CA,USA,95014,1.98,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,20,7,2023
Me & Mr. Jones,unknown,151706,2449438,0.99,Back to Black,Amy Winehouse,Protected AAC audio file,R&B/Soul,2023-07-20,1 Infinite Loop,Cupertino,CA,USA,95014,1.98,Tim,Goyer,1 Infinite Loop,Cupertino,CA,USA,1,0.99,20,7,2023
Back to Black,Mark Ronson,240320,3852953,0.99,Back to Black,Amy Winehouse,Protected AAC audio file,R&B/Soul,2023-07-20,801 W 4th Street,Reno,NV,USA,89503,1.98,Kathy,Chase,801 W 4th Street,Reno,NV,USA,1,0.99,20,7,2023
Tears Dry On Their Own,Nickolas Ashford & Valerie Simpson,185293,2996598,0.99,Back to Black,Amy Winehouse,Protected AAC audio file,R&B/Soul,2023-07-20,801 W 4th Street,Reno,NV,USA,89503,1.98,Kathy,Chase,801 W 4th Street,Reno,NV,USA,1,0.99,20,7,2023
Some Unholy War,unknown,141520,2304465,0.99,Back to Black,Amy Winehouse,Protected AAC audio file,R&B/Soul,2023-07-21,69 Salem Street,Boston,MA,USA,2113,3.96,John,Gordon,69 Salem Street,Boston,MA,USA,1,0.99,21,7,2023
You Know I'm No Good (feat. Ghostface Killah),unknown,202320,3260658,0.99,Back to Black,Amy Winehouse,Protected AAC audio file,R&B/Soul,2023-07-21,69 Salem Street,Boston,MA,USA,2113,3.96,John,Gordon,69 Salem Street,Boston,MA,USA,1,0.99,21,7,2023
Intro / Stronger Than Me,unknown,234200,3832165,0.99,Frank,Amy Winehouse,Protected AAC audio file,Pop,2023-07-21,69 Salem Street,Boston,MA,USA,2113,3.96,John,Gordon,69 Salem Street,Boston,MA,USA,1,0.99,21,7,2023
F**k Me Pumps,Salaam Remi,200253,3324343,0.99,Frank,Amy Winehouse,Protected AAC audio file,Pop,2023-07-21,69 Salem Street,Boston,MA,USA,2113,3.96,John,Gordon,69 Salem Street,Boston,MA,USA,1,0.99,21,7,2023
Take the Box,Luke Smith,199160,3281526,0.99,Frank,Amy Winehouse,Protected AAC audio file,Pop,2023-07-22,1033 N Park Ave,Tucson,AZ,USA,85719,5.94,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,22,7,2023
Amy Amy Amy (Outro),"Astor Campbell, Delroy ""Chris"" Cooper, Donovan Jackson, Dorothy Fields, Earl Chinna Smith, Felix Howard, Gordon Williams, James Moody, Jimmy McHugh, Matt Rowe, Salaam Remi & Stefan Skarbek",663426,10564704,0.99,Frank,Amy Winehouse,Protected AAC audio file,Pop,2023-07-22,1033 N Park Ave,Tucson,AZ,USA,85719,5.94,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,22,7,2023
"A Midsummer Night's Dream, Op.61 Incidental Music: No.7 Notturno",unknown,387826,6497867,0.99,Mendelssohn: A Midsummer Night's Dream,Philharmonia Orchestra & Sir Neville Marriner,Protected AAC audio file,Classical,2023-07-22,1033 N Park Ave,Tucson,AZ,USA,85719,5.94,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,22,7,2023
"Symphony No. 3 Op. 36 for Orchestra and Soprano ""Symfonia Piesni Zalosnych"" \ Lento E Largo - Tranquillissimo",Henryk Górecki,567494,9273123,0.99,Górecki: Symphony No. 3,Adrian Leaper & Doreen de Feis,Protected AAC audio file,Classical,2023-07-22,1033 N Park Ave,Tucson,AZ,USA,85719,5.94,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,22,7,2023
Symphony No. 2: III. Allegro vivace,Kurt Weill,376510,6129146,0.99,Weill: The Seven Deadly Sins,Kent Nagano and Orchestre de l'Opéra de Lyon,Protected AAC audio file,Classical,2023-07-22,1033 N Park Ave,Tucson,AZ,USA,85719,5.94,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,22,7,2023
"Metopes, Op. 29: Calypso",Karol Szymanowski,333669,5548755,0.99,"Szymanowski: Piano Works, Vol. 1",Martin Roscoe,Protected AAC audio file,Classical,2023-07-22,1033 N Park Ave,Tucson,AZ,USA,85719,5.94,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,22,7,2023
Pini Di Roma (Pinien Von Rom) \ I Pini Della Via Appia,unknown,286741,4718950,0.99,Respighi:Pines of Rome,Eugene Ormandy,Protected AAC audio file,Classical,2023-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,25,7,2023
Balls to the Wall,"U. Dirkschneider, W. Hoffmann, H. Frank, P. Baltes, S. Kaufmann, G. Hoffmann",342562,5510424,0.99,Balls to the Wall,Accept,Protected AAC audio file,Rock,2023-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,25,7,2023
Inject The Venom,"Angus Young, Malcolm Young, Brian Johnson",210834,6852860,0.99,For Those About To Rock We Salute You,AC/DC,MPEG audio file,Rock,2023-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,25,7,2023
Spellbound,"Angus Young, Malcolm Young, Brian Johnson",270863,8817038,0.99,For Those About To Rock We Salute You,AC/DC,MPEG audio file,Rock,2023-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,25,7,2023
Overdose,AC/DC,369319,12066294,0.99,Let There Be Rock,AC/DC,MPEG audio file,Rock,2023-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,25,7,2023
What It Takes,"Steven Tyler, Joe Perry, Desmond Child",310622,10144730,0.99,Big Ones,Aerosmith,MPEG audio file,Rock,2023-07-25,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,8.91,Ellie,Sullivan,5112 48 Street,Yellowknife,NT,Canada,1,0.99,25,7,2023
