"trackid","trackname","albumid","composer","milliseconds","bytes","unitprice","albumtitle","artistid","artistname","mediatypeid","mediatypename","genreid","genrename","invoiceid","customerid","invoicedate","billingaddress","billingcity","billingstate","billingcountry","billingpostalcode","invoicetotal","customerfirstname","customerlastname","customeraddress","customercity","customerstate","customercountry","invoicelinequantity","invoicelineunitprice"
75,"O Boto (Bôto)",8,NULL,366837,12089673,"0.99","Warner 25 Anos",6,"Antônio Carlos Jobim",1,"MPEG audio file",2,"Jazz",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
84,"Welcome Home (Sanitarium)",9,"Apocalyptica",350197,11406431,"0.99","Plays Metallica By Four Cellos",7,"Apocalyptica",1,"MPEG audio file",3,"Metal",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
93,"Exploder",10,"Audioslave/Chris Cornell",206053,4948095,"0.99","Audioslave",8,"Audioslave",1,"MPEG audio file",1,"Rock",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
102,"Doesn't Remind Me",11,"Cornell, Commerford, Morello, Wilk",255869,8357387,"0.99","Out Of Exile",8,"Audioslave",1,"MPEG audio file",4,"Alternative & Punk",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
111,"Money",12,"Berry Gordy, Jr./Janie Bradford",147591,2365897,"0.99","BackBeat Soundtrack",9,"BackBeat",1,"MPEG audio file",5,"Rock And Roll",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
120,"Carol",12,"Chuck Berry",143830,2306019,"0.99","BackBeat Soundtrack",9,"BackBeat",1,"MPEG audio file",5,"Rock And Roll",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
129,"Solo-Panhandler",13,"Billy Cobham",246151,8230661,"0.99","The Best Of Billy Cobham",10,"Billy Cobham",1,"MPEG audio file",2,"Jazz",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
138,"Bored To Tears",14,NULL,247327,8130090,"0.99","Alcohol Fueled Brewtality Live! [Disc 1]",11,"Black Label Society",1,"MPEG audio file",3,"Metal",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
147,"Blood In The Wall",15,NULL,284368,9359475,"0.99","Alcohol Fueled Brewtality Live! [Disc 2]",11,"Black Label Society",1,"MPEG audio file",3,"Metal",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
161,"Snowblind",17,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676,10813386,"0.99","Black Sabbath Vol. 4 (Remaster)",12,"Black Sabbath",1,"MPEG audio file",3,"Metal",321,36,"2024-11-14 00:00:00","Tauentzienstraße 8","Berlin",NULL,"Germany","10789","0.99","Hannah","Schneider","Tauentzienstraße 8","Berlin",NULL,"Germany",1,"0.99"
162,"Cornucopia",17,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",234814,7653880,"0.99","Black Sabbath Vol. 4 (Remaster)",12,"Black Sabbath",1,"MPEG audio file",3,"Metal",322,37,"2024-11-27 00:00:00","Berger Straße 10","Frankfurt",NULL,"Germany","60316","1.98","Fynn","Zimmermann","Berger Straße 10","Frankfurt",NULL,"Germany",1,"0.99"
163,"Laguna Sunrise",17,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",173087,5671374,"0.99","Black Sabbath Vol. 4 (Remaster)",12,"Black Sabbath",1,"MPEG audio file",3,"Metal",322,37,"2024-11-27 00:00:00","Berger Straße 10","Frankfurt",NULL,"Germany","60316","1.98","Fynn","Zimmermann","Berger Straße 10","Frankfurt",NULL,"Germany",1,"0.99"
165,"Under The Sun/Every Day Comes and Goes",17,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",350458,11360486,"0.99","Black Sabbath Vol. 4 (Remaster)",12,"Black Sabbath",1,"MPEG audio file",3,"Metal",323,39,"2024-11-27 00:00:00","4, Rue Milton","Paris",NULL,"France","75009","1.98","Camille","Bernard","4, Rue Milton","Paris",NULL,"France",1,"0.99"
167,"Body Count's In The House",18,NULL,204251,6715413,"0.99","Body Count",13,"Body Count",1,"MPEG audio file",4,"Alternative & Punk",323,39,"2024-11-27 00:00:00","4, Rue Milton","Paris",NULL,"France","75009","1.98","Camille","Bernard","4, Rue Milton","Paris",NULL,"France",1,"0.99"
169,"Body Count",18,NULL,317936,10489139,"0.99","Body Count",13,"Body Count",1,"MPEG audio file",4,"Alternative & Punk",324,41,"2024-11-28 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","3.96","Marc","Dubois","11, Place Bellecour","Lyon",NULL,"France",1,"0.99"
171,"Bowels Of The Devil",18,NULL,223216,7324125,"0.99","Body Count",13,"Body Count",1,"MPEG audio file",4,"Alternative & Punk",324,41,"2024-11-28 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","3.96","Marc","Dubois","11, Place Bellecour","Lyon",NULL,"France",1,"0.99"
173,"KKK Bitch",18,NULL,173008,5709631,"0.99","Body Count",13,"Body Count",1,"MPEG audio file",4,"Alternative & Punk",324,41,"2024-11-28 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","3.96","Marc","Dubois","11, Place Bellecour","Lyon",NULL,"France",1,"0.99"
175,"Voodoo",18,NULL,300721,9875962,"0.99","Body Count",13,"Body Count",1,"MPEG audio file",4,"Alternative & Punk",324,41,"2024-11-28 00:00:00","11, Place Bellecour","Lyon",NULL,"France","69002","3.96","Marc","Dubois","11, Place Bellecour","Lyon",NULL,"France",1,"0.99"
179,"Evil Dick",18,NULL,239020,7828873,"0.99","Body Count",13,"Body Count",1,"MPEG audio file",4,"Alternative & Punk",325,45,"2024-11-29 00:00:00","Erzsébet krt. 58.","Budapest",NULL,"Hungary","H-1073","5.94","Ladislav","Kovács","Erzsébet krt. 58.","Budapest",NULL,"Hungary",1,"0.99"
183,"King In Crimson",19,"Roy Z",283167,9218499,"0.99","Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal",325,45,"2024-11-29 00:00:00","Erzsébet krt. 58.","Budapest",NULL,"Hungary","H-1073","5.94","Ladislav","Kovács","Erzsébet krt. 58.","Budapest",NULL,"Hungary",1,"0.99"
187,"Book Of Thel",19,"Eddie Casillas/Roy Z",494393,16034404,"0.99","Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal",325,45,"2024-11-29 00:00:00","Erzsébet krt. 58.","Budapest",NULL,"Hungary","H-1073","5.94","Ladislav","Kovács","Erzsébet krt. 58.","Budapest",NULL,"Hungary",1,"0.99"
191,"Machine Men",19,"Adrian Smith",341655,11138147,"0.99","Chemical Wedding",14,"Bruce Dickinson",1,"MPEG audio file",3,"Metal",325,45,"2024-11-29 00:00:00","Erzsébet krt. 58.","Budapest",NULL,"Hungary","H-1073","5.94","Ladislav","Kovács","Erzsébet krt. 58.","Budapest",NULL,"Hungary",1,"0.99"
195,"Let Me Love You Baby",20,"Willie Dixon",175386,5716994,"0.99","The Best Of Buddy Guy - The Millenium Collection",15,"Buddy Guy",1,"MPEG audio file",6,"Blues",325,45,"2024-11-29 00:00:00","Erzsébet krt. 58.","Budapest",NULL,"Hungary","H-1073","5.94","Ladislav","Kovács","Erzsébet krt. 58.","Budapest",NULL,"Hungary",1,"0.99"
199,"Leave My Girl Alone",20,"Buddy Guy",204721,6859518,"0.99","The Best Of Buddy Guy - The Millenium Collection",15,"Buddy Guy",1,"MPEG audio file",6,"Blues",325,45,"2024-11-29 00:00:00","Erzsébet krt. 58.","Budapest",NULL,"Hungary","H-1073","5.94","Ladislav","Kovács","Erzsébet krt. 58.","Budapest",NULL,"Hungary",1,"0.99"
205,"Jorge Da Capadócia",21,"Jorge Ben",177397,5842196,"0.99","Prenda Minha",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
211,"Bem Devagar",21,"Gilberto Gil",133172,4333651,"0.99","Prenda Minha",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
217,"Mel",21,"Caetano Veloso - Waly Salomão",294765,9854062,"0.99","Prenda Minha",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
223,"Sozinho (Hitmakers Classic Mix)",22,NULL,436636,14462072,"0.99","Sozinho Remix Ao Vivo",16,"Caetano Veloso",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
229,"Samba De Orly",23,NULL,162429,5431854,"0.99","Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
235,"Apesar De Você",23,NULL,234501,7886937,"0.99","Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
241,"Geni E O Zepelim",23,NULL,317570,10342226,"0.99","Minha Historia",17,"Chico Buarque",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
247,"O Cidadão Do Mundo",24,"Chico Science",200933,6724966,"0.99","Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
253,"Maracatu Atômico",24,"Chico Science",284264,9670057,"0.99","Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",326,51,"2024-12-02 00:00:00","Celsiusg. 9","Stockholm",NULL,"Sweden","11230","8.91","Joakim","Johansson","Celsiusg. 9","Stockholm",NULL,"Sweden",1,"0.99"
262,"Interlude Zumbi",24,"Chico Science",71627,2408550,"0.99","Afrociberdelia",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
271,"Rios Pontes & Overdrives",25,NULL,286720,9659152,"0.99","Da Lama Ao Caos",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
280,"Lixo Do Mangue",25,NULL,193253,6534200,"0.99","Da Lama Ao Caos",18,"Chico Science & Nação Zumbi",1,"MPEG audio file",7,"Latin",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
289,"Podes Crer",26,"Bino Farias/Da Gama/Lazão/Toni Garrido",232280,7747747,"0.99","Acústico MTV [Live]",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
298,"A Cor Do Sol",26,"Bernardo Vilhena/Da Gama/Lazão",231392,7663348,"0.99","Acústico MTV [Live]",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
307,"Doutor",27,"Bino/Da Gama/Toni Garrido",178155,5950952,"0.99","Cidade Negra - Hits",19,"Cidade Negra",1,"MPEG audio file",8,"Reggae",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
316,"Linha Do Equador",28,NULL,244715,8123466,"0.99","Na Pista",20,"Cláudio Zoli",1,"MPEG audio file",7,"Latin",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
325,"TriboTchan",29,"Cal Adan/Paulo Levi",194194,6507950,"0.99","Axé Bahia 2001",21,"Various Artists",1,"MPEG audio file",9,"Pop",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
334,"Reggae Tchan",29,"Cal Adan/Del Rey, Tension/Edu Casanova",206654,6931328,"0.99","Axé Bahia 2001",21,"Various Artists",1,"MPEG audio file",9,"Pop",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
343,"Communication Breakdown(2)",30,"Jimmy Page/John Bonham/John Paul Jones",161149,5261022,"0.99","BBC Sessions [Disc 1] [Live]",22,"Led Zeppelin",1,"MPEG audio file",1,"Rock",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
352,"Carolina Hard-Core Ecstasy",31,"Frank Zappa",359680,11731061,"0.99","Bongo Fury",23,"Frank Zappa & Captain Beefheart",1,"MPEG audio file",1,"Rock",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
361,"X-9 2001",32,NULL,273920,9310370,"0.99","Carnaval 2001",21,"Various Artists",1,"MPEG audio file",10,"Soundtrack",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
370,"Ipiranga 2001",32,NULL,248293,8522591,"0.99","Carnaval 2001",21,"Various Artists",1,"MPEG audio file",10,"Soundtrack",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
379,"Água de Beber",33,"Antonio Carlos Jobim/Vinicius de Moraes",146677,4866476,"0.99","Chill: Brazil (Disc 1)",24,"Marcos Valle",1,"MPEG audio file",7,"Latin",327,1,"2024-12-07 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","13.86","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
393,"Tarde Em Itapoã",34,"Vários",313704,10344491,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",328,15,"2024-12-15 00:00:00","700 W Pender Street","Vancouver","BC","Canada","V6C 1G8","0.99","Jennifer","Peterson","700 W Pender Street","Vancouver","BC","Canada",1,"0.99"
394,"Tanto Tempo",34,"Vários",170292,5572240,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",329,16,"2024-12-28 00:00:00","1600 Amphitheatre Parkway","Mountain View","CA","USA","94043-1351","1.98","Frank","Harris","1600 Amphitheatre Parkway","Mountain View","CA","USA",1,"0.99"
395,"Eu Vim Da Bahia - Live",34,"Vários",157988,5115428,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",329,16,"2024-12-28 00:00:00","1600 Amphitheatre Parkway","Mountain View","CA","USA","94043-1351","1.98","Frank","Harris","1600 Amphitheatre Parkway","Mountain View","CA","USA",1,"0.99"
397,"Linha Do Horizonte",34,"Vários",279484,9275929,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",330,18,"2024-12-28 00:00:00","627 Broadway","New York","NY","USA","10012-2612","1.98","Michelle","Brooks","627 Broadway","New York","NY","USA",1,"0.99"
399,"Abrir A Porta",34,"Vários",271960,8991141,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",330,18,"2024-12-28 00:00:00","627 Broadway","New York","NY","USA","10012-2612","1.98","Michelle","Brooks","627 Broadway","New York","NY","USA",1,"0.99"
401,"Momentos Que Marcam",34,"Vários",280137,9313740,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",331,20,"2024-12-29 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","3.96","Dan","Miller","541 Del Medio Avenue","Mountain View","CA","USA",1,"0.99"
403,"Bumbo Da Mangueira",34,"Vários",270158,9073350,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",331,20,"2024-12-29 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","3.96","Dan","Miller","541 Del Medio Avenue","Mountain View","CA","USA",1,"0.99"
405,"Santo Antonio",34,"Vários",162716,5492069,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",331,20,"2024-12-29 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","3.96","Dan","Miller","541 Del Medio Avenue","Mountain View","CA","USA",1,"0.99"
407,"Só Tinha De Ser Com Você",34,"Vários",389642,13085596,"0.99","Chill: Brazil (Disc 2)",6,"Antônio Carlos Jobim",1,"MPEG audio file",7,"Latin",331,20,"2024-12-29 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","3.96","Dan","Miller","541 Del Medio Avenue","Mountain View","CA","USA",1,"0.99"
411,"Turn The Page",35,"Seger",366524,11946327,"0.99","Garage Inc. (Disc 1)",50,"Metallica",1,"MPEG audio file",3,"Metal",332,24,"2024-12-30 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","5.94","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"0.99"
415,"Astronomy",35,"A.Bouchard/J.Bouchard/S.Pearlman",397531,13065612,"0.99","Garage Inc. (Disc 1)",50,"Metallica",1,"MPEG audio file",3,"Metal",332,24,"2024-12-30 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","5.94","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"0.99"
419,"A Kind Of Magic",36,"Roger Taylor",262608,8689618,"0.99","Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock",332,24,"2024-12-30 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","5.94","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"0.99"
423,"I Want To Break Free",36,"John Deacon",259108,8552861,"0.99","Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock",332,24,"2024-12-30 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","5.94","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"0.99"
427,"Who Wants To Live Forever",36,"Brian May",297691,9577577,"0.99","Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock",332,24,"2024-12-30 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","5.94","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"0.99"
431,"The Invisible Man",36,"Queen",238994,7920353,"0.99","Greatest Hits II",51,"Queen",1,"MPEG audio file",1,"Rock",332,24,"2024-12-30 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","5.94","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"0.99"
437,"Black Diamond",37,"Paul Stanley",314148,10266007,"0.99","Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock",333,30,"2025-01-02 00:00:00","230 Elgin Street","Ottawa","ON","Canada","K2P 1L7","8.91","Edward","Francis","230 Elgin Street","Ottawa","ON","Canada",1,"0.99"
443,"Shock Me",37,"Ace Frehley",227291,7529336,"0.99","Greatest Kiss",52,"Kiss",1,"MPEG audio file",1,"Rock",333,30,"2025-01-02 00:00:00","230 Elgin Street","Ottawa","ON","Canada","K2P 1L7","8.91","Edward","Francis","230 Elgin Street","Ottawa","ON","Canada",1,"0.99"
