"trackid","trackname","albumid","albumtitle","artistid","artistname","mediatypeid","mediatypename","genreid","genrename","composer","milliseconds","bytes","unitprice","invoiceid","customerid","customerfirstname","customerlastname","invoicedate","billingaddress","billingcity","billingstate","billingcountry","billingpostalcode","invoicetotal","invoicelinequantity","invoicelineunitprice"
1097,"Opachorô (Live)",86,"Quanta Gente Veio Ver (Live)",27,"Gilberto Gil",1,"MPEG audio file",7,"Latin",NULL,259526,8596384,"0.99",352,16,"Frank","Harris","2025-04-01 00:00:00","1600 Amphitheatre Parkway","Mountain View","CA","USA","94043-1351","3.96",1,"0.99"
1099,"A Novidade (Live)",86,"Quanta Gente Veio Ver (Live)",27,"Gilberto Gil",1,"MPEG audio file",7,"Latin",NULL,316969,10508000,"0.99",352,16,"Frank","Harris","2025-04-01 00:00:00","1600 Amphitheatre Parkway","Mountain View","CA","USA","94043-1351","3.96",1,"0.99"
1101,"De Ouro E Marfim (Live)",86,"Quanta Gente Veio Ver (Live)",27,"Gilberto Gil",1,"MPEG audio file",7,"Latin",NULL,234971,7838453,"0.99",352,16,"Frank","Harris","2025-04-01 00:00:00","1600 Amphitheatre Parkway","Mountain View","CA","USA","94043-1351","3.96",1,"0.99"
1103,"Lamento De Carnaval",87,"Quanta Gente Veio ver--Bônus De Carnaval",27,"Gilberto Gil",1,"MPEG audio file",2,"Jazz",NULL,294530,9819276,"0.99",352,16,"Frank","Harris","2025-04-01 00:00:00","1600 Amphitheatre Parkway","Mountain View","CA","USA","94043-1351","3.96",1,"0.99"
1107,"Refazenda",73,"Unplugged",81,"Eric Clapton",1,"MPEG audio file",7,"Latin","Gilberto Gil",218305,7237784,"0.99",353,20,"Dan","Miller","2025-04-02 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","5.94",1,"0.99"
1111,"A Paz",73,"Unplugged",81,"Eric Clapton",1,"MPEG audio file",7,"Latin","Gilberto Gil",293093,9593064,"0.99",353,20,"Dan","Miller","2025-04-02 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","5.94",1,"0.99"
1115,"Tempo Rei",73,"Unplugged",81,"Eric Clapton",1,"MPEG audio file",7,"Latin","Gilberto Gil",302733,10019269,"0.99",353,20,"Dan","Miller","2025-04-02 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","5.94",1,"0.99"
1119,"Toda Menina Baiana",73,"Unplugged",81,"Eric Clapton",1,"MPEG audio file",7,"Latin","Gilberto Gil",278177,9351000,"0.99",353,20,"Dan","Miller","2025-04-02 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","5.94",1,"0.99"
1123,"Changes",88,"Faceless",87,"Godsmack",1,"MPEG audio file",3,"Metal","Sully Erna; Tony Rombola",260022,8455835,"0.99",353,20,"Dan","Miller","2025-04-02 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","5.94",1,"0.99"
1127,"I Fucking Hate You",88,"Faceless",87,"Godsmack",1,"MPEG audio file",3,"Metal","Sully Erna",247170,8059642,"0.99",353,20,"Dan","Miller","2025-04-02 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","5.94",1,"0.99"
1133,"American Idiot",89,"American Idiot",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Billie Joe Armstrong, Mike Dirnt, Tré Cool",174419,5705793,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1139,"Give Me Novacaine",89,"American Idiot",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Green Day",205871,6752485,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1145,"Whatsername",89,"American Idiot",54,"Green Day",1,"MPEG audio file",4,"Alternative & Punk","Green Day",252316,8244843,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1151,"Paradise City",90,"Appetite for Destruction",88,"Guns N' Roses",2,"Protected AAC audio file",1,"Rock",NULL,406347,6687123,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1157,"Rocket Queen",90,"Appetite for Destruction",88,"Guns N' Roses",2,"Protected AAC audio file",1,"Rock",NULL,375349,6185539,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1163,"You Ain't the First",91,"Use Your Illusion I",88,"Guns N' Roses",2,"Protected AAC audio file",1,"Rock",NULL,156268,2754414,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1169,"Garden of Eden",91,"Use Your Illusion I",88,"Guns N' Roses",2,"Protected AAC audio file",1,"Rock",NULL,161539,2839694,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1175,"14 Years",92,"Use Your Illusion II",88,"Guns N' Roses",1,"MPEG audio file",3,"Metal","Izzy Stradlin'/W. Axl Rose",261355,8543664,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1181,"Pretty Tied Up",92,"Use Your Illusion II",88,"Guns N' Roses",1,"MPEG audio file",3,"Metal","Izzy Stradlin'",287477,9408754,"0.99",354,26,"Richard","Cunningham","2025-04-05 00:00:00","2211 W Berry Street","Fort Worth","TX","USA","76110","8.91",1,"0.99"
1190,"Magnetic Ocean",93,"Blue Moods",89,"Incognito",1,"MPEG audio file",2,"Jazz","Patrick Claher/Richard Bull",321123,10720741,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1199,"She Wears Black",93,"Blue Moods",89,"Incognito",1,"MPEG audio file",2,"Jazz","G Harvey/R Hope-Taylor",528666,17617944,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1208,"For the Greater Good of God",94,"A Matter of Life and Death",90,"Iron Maiden",2,"Protected AAC audio file",1,"Rock",NULL,564893,9367328,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1217,"Where Eagles Dare",95,"A Real Dead One",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Steve Harris",289358,4630528,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1226,"Can I Play With Madness",96,"A Real Live One",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Adrian Smith/Bruce Dickinson/Steve Harris",282488,4521984,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1235,"The Wicker Man",97,"Brave New World",90,"Iron Maiden",1,"MPEG audio file",1,"Rock","Adrian Smith/Bruce Dickinson/Steve Harris",275539,11022464,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1244,"The Thin Line Between Love & Hate",97,"Brave New World",90,"Iron Maiden",1,"MPEG audio file",1,"Rock","David Murray/Steve Harris",506801,20273280,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1253,"Face In The Sand",98,"Dance Of Death",90,"Iron Maiden",1,"MPEG audio file",13,"Heavy Metal","Adrian Smith/Bruce Dickinson/Steve Harris",391105,15648948,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1262,"The Fugitive",99,"Fear Of The Dark",90,"Iron Maiden",1,"MPEG audio file",1,"Rock","Steve Harris",294112,11765888,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1271,"04 - Running Free",100,"Iron Maiden",90,"Iron Maiden",1,"MPEG audio file",6,"Blues","Harris/Paul Di´Anno",197276,4739122,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1280,"Another Life",101,"Killers",90,"Iron Maiden",1,"MPEG audio file",13,"Heavy Metal","Steve Harris",203049,4874368,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1289,"2 Minutes To Midnight",102,"Live After Death",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Smith/Dickinson",366550,8799380,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1298,"Run To The Hills",102,"Live After Death",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Harris",231627,5561241,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1307,"Wrathchild",103,"Live At Donington 1992 (Disc 1)",90,"Iron Maiden",1,"MPEG audio file",1,"Rock",NULL,174106,4182963,"0.99",355,35,"Madalena","Sampaio","2025-04-10 00:00:00","Rua dos Campeões Europeus de Viena, 4350","Porto",NULL,"Portugal",NULL,"13.86",1,"0.99"
1321,"Hallowed Be Thy Name",104,"Live At Donington 1992 (Disc 2)",90,"Iron Maiden",1,"MPEG audio file",1,"Rock",NULL,447791,10751410,"0.99",356,49,"Stanisław","Wójcik","2025-04-18 00:00:00","Ordynacka 10","Warsaw",NULL,"Poland","00-358","0.99",1,"0.99"
1322,"The Trooper",104,"Live At Donington 1992 (Disc 2)",90,"Iron Maiden",1,"MPEG audio file",1,"Rock",NULL,232672,5588560,"0.99",357,50,"Enrique","Muñoz","2025-05-01 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","1.98",1,"0.99"
1323,"Sanctuary",104,"Live At Donington 1992 (Disc 2)",90,"Iron Maiden",1,"MPEG audio file",1,"Rock",NULL,318511,7648679,"0.99",357,50,"Enrique","Muñoz","2025-05-01 00:00:00","C/ San Bernardo 85","Madrid",NULL,"Spain","28015","1.98",1,"0.99"
1325,"Tailgunner",105,"No Prayer For The Dying",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Bruce Dickinson/Steve Harris",255582,4089856,"0.99",358,52,"Emma","Jones","2025-05-01 00:00:00","202 Hoxton Street","London",NULL,"United Kingdom","N1 5LH","1.98",1,"0.99"
1327,"No Prayer For The Dying",105,"No Prayer For The Dying",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Steve Harris",263941,4225024,"0.99",358,52,"Emma","Jones","2025-05-01 00:00:00","202 Hoxton Street","London",NULL,"United Kingdom","N1 5LH","1.98",1,"0.99"
1329,"Fates Warning",105,"No Prayer For The Dying",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","David Murray/Steve Harris",250853,4018088,"0.99",359,54,"Steve","Murray","2025-05-02 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","3.96",1,"0.99"
1331,"Run Silent Run Deep",105,"No Prayer For The Dying",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Bruce Dickinson/Steve Harris",275408,4407296,"0.99",359,54,"Steve","Murray","2025-05-02 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","3.96",1,"0.99"
1333,"Bring Your Daughter... ...To The Slaughter",105,"No Prayer For The Dying",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Bruce Dickinson",284238,4548608,"0.99",359,54,"Steve","Murray","2025-05-02 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","3.96",1,"0.99"
1335,"Where Eagles Dare",106,"Piece Of Mind",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Steve Harris",369554,5914624,"0.99",359,54,"Steve","Murray","2025-05-02 00:00:00","110 Raeburn Pl","Edinburgh",NULL,"United Kingdom","EH4 1HH","3.96",1,"0.99"
1339,"The Trooper",106,"Piece Of Mind",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Steve Harris",251454,4024320,"0.99",360,58,"Manoj","Pareek","2025-05-03 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","5.94",1,"0.99"
1343,"To Tame A Land",106,"Piece Of Mind",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Steve Harris",445283,7129264,"0.99",360,58,"Manoj","Pareek","2025-05-03 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","5.94",1,"0.99"
1347,"Flash of The Blade",107,"Powerslave",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Dickinson",242729,5828861,"0.99",360,58,"Manoj","Pareek","2025-05-03 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","5.94",1,"0.99"
1351,"Rime of the Ancient Mariner",107,"Powerslave",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Harris",816509,19599577,"0.99",360,58,"Manoj","Pareek","2025-05-03 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","5.94",1,"0.99"
1355,"Brave New World",108,"Rock In Rio [CD1]",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Bruce Dickinson/David Murray/Steve Harris",366785,14676148,"0.99",360,58,"Manoj","Pareek","2025-05-03 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","5.94",1,"0.99"
1359,"Sign Of The Cross",108,"Rock In Rio [CD1]",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Steve Harris",649116,25966720,"0.99",360,58,"Manoj","Pareek","2025-05-03 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","5.94",1,"0.99"
1365,"Fear Of The Dark",109,"Rock In Rio [CD2]",90,"Iron Maiden",1,"MPEG audio file",1,"Rock","Steve Harris",460695,18430080,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1371,"Moonchild",110,"Seventh Son of a Seventh Son",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Adrian Smith; Bruce Dickinson",340767,8179151,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1377,"The Clairvoyant",110,"Seventh Son of a Seventh Son",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Adrian Smith; Bruce Dickinson; Steve Harris",267023,6411510,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1383,"Stranger in a Strange Land",111,"Somewhere in Time",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Adrian Smith",344502,8270899,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1389,"Gangland",112,"The Number of The Beast",90,"Iron Maiden",1,"MPEG audio file",3,"Metal","Adrian Smith/Clive Burr/Steve Harris",228440,3202866,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1395,"Sign Of The Cross",113,"The X Factor",90,"Iron Maiden",1,"MPEG audio file",1,"Rock","Steve Harris",678008,27121792,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1401,"Judgement Of Heaven",113,"The X Factor",90,"Iron Maiden",1,"MPEG audio file",1,"Rock","Steve Harris",312476,12501120,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1407,"The Angel And The Gambler",114,"Virtual XI",90,"Iron Maiden",1,"MPEG audio file",1,"Rock","Steve Harris",592744,23711872,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1413,"Como Estais Amigos",114,"Virtual XI",90,"Iron Maiden",1,"MPEG audio file",1,"Rock","Blaze Bayley/Janick Gers",330292,13213824,"0.99",361,5,"František","Wichterlová","2025-05-06 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","8.91",1,"0.99"
1422,"Say It Loud, I'm Black And I'm Proud Pt.1",115,"Sex Machine",91,"James Brown",1,"MPEG audio file",14,"R&B/Soul","Alfred Ellis/James Brown",167392,5478117,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1431,"I'm Real",115,"Sex Machine",91,"James Brown",1,"MPEG audio file",14,"R&B/Soul","Full Force/James Brown",334236,11183457,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1440,"Whatever It Is, I Just Can't Stop",116,"Emergency On Planet Earth",92,"Jamiroquai",1,"MPEG audio file",1,"Rock","Jay Kay/Kay, Jay",247222,8249453,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1449,"Destitute Illusions",117,"Synkronized",92,"Jamiroquai",1,"MPEG audio file",14,"R&B/Soul","Derrick McKenzie/Jay Kay/Toby Smith",340218,11452651,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1458,"Light Years",118,"The Return Of The Space Cowboy",92,"Jamiroquai",1,"MPEG audio file",15,"Electronica/Dance","Toby Smith",354560,11796244,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1467,"Are You Gonna Be My Girl",119,"Get Born",93,"JET",1,"MPEG audio file",4,"Alternative & Punk","C. Muncey/N. Cester",213890,6992324,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1476,"Take It Or Leave It",119,"Get Born",93,"JET",1,"MPEG audio file",4,"Alternative & Punk","C. Muncey/N. Cester",142889,4643370,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1485,"May This Be Love",120,"Are You Experienced?",94,"Jimi Hendrix",1,"MPEG audio file",1,"Rock","Jimi Hendrix",191216,6240028,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1494,"The Wind Cries Mary",120,"Are You Experienced?",94,"Jimi Hendrix",1,"MPEG audio file",1,"Rock","Jimi Hendrix",200463,6540638,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1503,"Lords of Karma",121,"Surfing with the Alien (Remastered)",95,"Joe Satriani",2,"Protected AAC audio file",1,"Rock","J. Satriani",288227,4809279,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1512,"Os Alquimistas Estão Chegando",122,"Jorge Ben Jor 25 Anos",46,"Jorge Ben",1,"MPEG audio file",7,"Latin",NULL,367281,12304520,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1521,"As Dores do Mundo",123,"Jota Quest-1995",96,"Jota Quest",1,"MPEG audio file",7,"Latin","Hyldon",255477,8537092,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1530,"Sem Sentido",123,"Jota Quest-1995",96,"Jota Quest",1,"MPEG audio file",7,"Latin",NULL,250462,8292108,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1539,"Equinocio",124,"Cafezinho",97,"João Suplicy",1,"MPEG audio file",16,"World","João Suplicy",269008,8871455,"0.99",362,14,"Mark","Philips","2025-05-11 00:00:00","8210 111 ST NW","Edmonton","AB","Canada","T6G 2C7","13.86",1,"0.99"
1553,"You've Got Another Thing Comin'",125,"Living After Midnight",98,"Judas Priest",1,"MPEG audio file",3,"Metal",NULL,305162,9962558,"0.99",363,28,"Julia","Barnett","2025-05-19 00:00:00","302 S 700 E","Salt Lake City","UT","USA","84102","0.99",1,"0.99"
1554,"Turbo Lover",125,"Living After Midnight",98,"Judas Priest",1,"MPEG audio file",3,"Metal",NULL,335542,11068866,"0.99",364,29,"Robert","Brown","2025-06-01 00:00:00","796 Dundas Street West","Toronto","ON","Canada","M6J 1V1","1.98",1,"0.99"
1555,"Freewheel Burning",125,"Living After Midnight",98,"Judas Priest",1,"MPEG audio file",3,"Metal",NULL,265952,8713599,"0.99",364,29,"Robert","Brown","2025-06-01 00:00:00","796 Dundas Street West","Toronto","ON","Canada","M6J 1V1","1.98",1,"0.99"
1557,"Metal Meltdown",125,"Living After Midnight",98,"Judas Priest",1,"MPEG audio file",3,"Metal",NULL,290664,9390646,"0.99",365,31,"Martha","Silk","2025-06-01 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","1.98",1,"0.99"
1559,"Diamonds And Rust (Live)",125,"Living After Midnight",98,"Judas Priest",1,"MPEG audio file",3,"Metal",NULL,219350,7163147,"0.99",365,31,"Martha","Silk","2025-06-01 00:00:00","194A Chain Lake Drive","Halifax","NS","Canada","B3S 1C5","1.98",1,"0.99"
1561,"Tyrant (Live)",125,"Living After Midnight",98,"Judas Priest",1,"MPEG audio file",3,"Metal",NULL,282253,9190536,"0.99",366,33,"Ellie","Sullivan","2025-06-02 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","3.96",1,"0.99"
1563,"Plaster Caster",126,"Unplugged [Live]",52,"Kiss",1,"MPEG audio file",1,"Rock","Gene Simmons",198060,6528719,"0.99",366,33,"Ellie","Sullivan","2025-06-02 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","3.96",1,"0.99"
1565,"Do You Love Me",126,"Unplugged [Live]",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley, Bob Ezrin, Kim Fowley",193619,6343111,"0.99",366,33,"Ellie","Sullivan","2025-06-02 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","3.96",1,"0.99"
1567,"Sure Know Something",126,"Unplugged [Live]",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley, Vincent Poncia",254354,8375190,"0.99",366,33,"Ellie","Sullivan","2025-06-02 00:00:00","5112 48 Street","Yellowknife","NT","Canada","X1A 1N6","3.96",1,"0.99"
1571,"I Still Love You",126,"Unplugged [Live]",52,"Kiss",1,"MPEG audio file",1,"Rock","Paul Stanley",369815,12086145,"0.99",367,37,"Fynn","Zimmermann","2025-06-03 00:00:00","Berger Straße 10","Frankfurt",NULL,"Germany","60316","5.94",1,"0.99"
1575,"Nothin' To Lose",126,"Unplugged [Live]",52,"Kiss",1,"MPEG audio file",1,"Rock","Gene Simmons",222354,7351460,"0.99",367,37,"Fynn","Zimmermann","2025-06-03 00:00:00","Berger Straße 10","Frankfurt",NULL,"Germany","60316","5.94",1,"0.99"
